subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
488	48	25	0	17	0
488	119	35	0	16	0
488	130	30	0	29	0
488	35	35	0	11	0
488	145	25	0	23	1
488	9	30	0	22	1
488	12	35	0	12	1
488	87	30	0	29	1
488	110	35	0	34	0
488	152	35	0	33	0
488	109	30	0	11	0
488	126	30	0	20	1
488	2	25	0	19	0
488	136	25	0	22	0
488	168	35	0	17	0
488	180	25	0	24	0
488	61	35	0	33	1
488	1	25	0	20	0
488	16	30	0	15	0
488	41	35	0	30	1
488	158	25	0	20	1
488	22	35	0	26	1
488	8	30	0	25	0
488	76	25	0	21	1
488	81	35	0	31	0
488	6	35	0	14	0
488	113	30	0	28	1
488	25	35	0	10	0
488	99	35	0	10	0
488	47	35	0	34	0
488	7	30	0	14	0
488	44	30	0	27	1
488	159	35	0	25	1
488	98	25	0	18	1
488	173	25	0	24	0
488	45	30	0	28	0
488	11	25	0	12	1
488	43	35	0	13	1
488	160	35	0	34	1
488	37	25	0	13	1
488	112	25	0	24	0
488	5	25	0	19	0
488	170	30	0	29	0
488	4	30	0	15	0
488	3	30	0	23	0
488	111	30	0	27	0
488	30	25	0	21	1
488	106	30	0	18	0
488	15	30	0	26	1
488	58	25	0	13	1
488	14	25	0	16	1
