subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
422	113	30	0	28	0
422	35	35	0	11	0
422	30	25	0	21	0
422	41	35	0	30	1
422	87	30	0	29	0
422	16	30	0	15	0
422	43	35	0	13	0
422	136	25	0	22	0
422	8	30	0	25	1
422	48	25	0	17	1
422	126	30	0	20	1
422	111	30	0	27	0
422	170	30	0	29	0
422	2	25	0	19	0
422	1	25	0	20	0
422	45	30	0	28	1
422	81	35	0	31	0
422	160	35	0	34	0
422	119	35	0	16	0
422	44	30	0	27	0
422	145	25	0	23	0
422	14	25	0	16	0
422	158	25	0	20	1
422	9	30	0	22	0
422	159	35	0	25	0
422	47	35	0	34	1
422	3	30	0	23	0
422	152	35	0	33	0
422	99	35	0	10	1
422	130	30	0	29	0
422	106	30	0	18	0
422	58	25	0	13	1
422	15	30	0	26	1
422	12	35	0	12	0
422	5	25	0	19	0
422	110	35	0	34	0
422	37	25	0	13	1
422	112	25	0	24	0
422	180	25	0	24	0
422	6	35	0	14	0
422	168	35	0	17	1
422	22	35	0	26	1
422	109	30	0	11	0
422	25	35	0	10	0
422	4	30	0	15	0
422	7	30	0	14	0
422	76	25	0	21	1
422	98	25	0	18	0
422	61	35	0	33	1
422	11	25	0	12	0
422	173	25	0	24	1
