subjID	delay_later	amount_later	delay_sooner	amount_sooner	choice
619	81	35	0	31	0
619	3	30	0	23	1
619	76	25	0	21	1
619	43	35	0	13	1
619	180	25	0	24	0
619	6	35	0	14	1
619	106	30	0	18	0
619	130	30	0	29	0
619	61	35	0	33	1
619	98	25	0	18	0
619	159	35	0	25	1
619	44	30	0	27	1
619	110	35	0	34	0
619	16	30	0	15	1
619	160	35	0	34	0
619	170	30	0	29	0
619	25	35	0	10	1
619	12	35	0	12	1
619	8	30	0	25	1
619	11	25	0	12	1
619	22	35	0	26	0
619	136	25	0	22	1
619	119	35	0	16	1
619	4	30	0	15	1
619	30	25	0	21	1
619	99	35	0	10	0
619	5	25	0	19	1
619	173	25	0	24	0
619	1	25	0	20	1
619	109	30	0	11	1
619	2	25	0	19	1
619	15	30	0	26	1
619	168	35	0	17	0
619	7	30	0	14	1
619	152	35	0	33	0
619	158	25	0	20	1
619	145	25	0	23	0
619	112	25	0	24	1
619	87	30	0	29	0
619	37	25	0	13	1
619	35	35	0	11	1
619	41	35	0	30	1
619	9	30	0	22	1
619	47	35	0	34	0
619	111	30	0	27	0
619	58	25	0	13	1
619	14	25	0	16	1
619	113	30	0	28	0
619	48	25	0	17	0
